waypoint,q1,q2,q3,q4,q5,q6
217,0.4573036611223531,-0.42586454249780453,1.5034988045308395,0.4962347543375446,-1.5702856209751412,0.0
218,0.47302525469472984,-0.43959197869322225,1.547206590923002,0.46784418394517246,-1.5709353551218925,0.0
219,0.48970788740809273,-0.45263063570067064,1.5893743084772234,0.43871724233716836,-1.571000589958136,0.0
220,0.5074321690257768,-0.46470064394629174,1.629861818448519,0.4101427709303038,-1.5709968185622991,0.0
221,0.5262798744084886,-0.4758050189277528,1.6686961107777347,0.38224113432688334,-1.5709829940149258,0.0
222,0.5463379368212632,-0.48597196671836157,1.7059050527312585,0.35502562069292626,-1.570965671356634,0.0
223,0.5676987676048033,-0.4952303788450835,1.7415035552938467,0.3285100324524598,-1.5709453745574942,0.0
224,0.5904598498682617,-0.5036084505810076,1.7754931748248668,0.30271987449756294,-1.5709220858839787,0.0
225,0.6147218934553953,-0.5111337435332883,1.8078613225375642,0.27769733664601637,-1.5708980359411302,0.0
226,0.6405896636568854,-0.5178363232159936,1.8385856621264502,0.25349488832426437,-1.5708743133791185,0.0
227,0.668170148119931,-0.523749335553858,1.867634019662452,0.23017649764534379,-1.5708511450313682,0.0
228,0.697570020506112,-0.5289094807899519,1.8949644665748058,0.2078192904725847,-1.5708286783517251,0.0
229,0.7288927800080741,-0.5333577163913853,1.9205261942076783,0.18651357413484013,-1.5708070736246424,0.0
230,0.7622350940345645,-0.5371397475507766,1.9442605554558936,0.16636233350686647,-1.5707865169333506,0.0
231,0.7976822919691798,-0.5403061876863463,1.9661023187362023,0.14748018003531546,-1.5707672235552383,0.0
232,0.8353030244108833,-0.5429122955972054,1.9859811877063553,0.1299916212223261,-1.570749439440337,0.0
233,0.8751432018700461,-0.5450172055020982,2.0038236255723634,0.11402852745657906,-1.5707334412025558,0.0
234,0.9172194601727771,-0.5466825905945342,2.019554997265127,0.09972671975208248,-1.5707195342022298,0.0
235,0.9615125582874661,-0.5479707472696166,2.0331020077550366,0.08722167903771234,-1.5707080480029567,0.0
236,1.007961276615615,-0.548942153425799,2.0443953701949624,0.07664348960536753,-1.5706993288537157,0.0
237,1.0564575173524928,-0.5496526375279203,2.0533725888202317,0.06811125856136561,-1.5706937291137897,0.0
238,1.1068433688325479,-0.550150380752005,2.059980695214332,0.06172738471285567,-1.5706915934183505,0.0
239,1.158910840818152,-0.5504730437388096,2.0641787422421074,0.05757215658076817,-1.5706932425604059,0.0
240,1.2124047793151282,-0.5506453417269073,2.0659398480225124,0.055699208064159164,-1.570698956147994,0.0
241,1.2670291331529626,-0.5506773706753986,2.065252600076537,0.05613232766119645,-1.5707089557064762,0.0
242,1.3224563156085452,-0.5505639080674946,2.0621216792616566,0.0588639946137543,-1.5707233902051259,0.0
243,1.3783389659326115,-0.5502847857625782,2.056567637838187,0.06385582089638178,-1.5707423257364124,0.0
244,1.4343230654954093,-0.5498062848788584,2.048625853674616,0.07104084430424518,-1.5707657407247477,0.0
245,1.4900611836003272,-0.5490833655491038,2.0383447660108884,0.08032739808589984,-1.5707935272862417,0.0
246,1.5452246575771207,-0.5480624481383959,2.025783562624201,0.09160411433703723,-1.5708254983404866,0.0
247,1.5995137330107423,-0.5466844208103492,2.011009522293689,0.10474554011493227,-1.5708613996485743,0.0
248,1.652665039358322,-0.5448875653806057,1.9940952194958141,0.11961784928715219,-1.570900925058795,0.0
249,1.7044561676595704,-0.5426101527486593,1.9751157736188194,0.1360842139118521,-1.5709437330109097,0.0
250,1.754707470362121,-0.5397925428389692,1.9541462828684826,0.15400952005183013,-1.5709894629312584,0.0
251,1.8032814648515303,-0.536378710493631,1.9312595337320257,0.17326424687480488,-1.5710377502249069,0.0
252,1.850080371550947,-0.5323171916431718,1.9065240284019542,0.1937274542481393,-1.571088238673587,0.0
253,1.895042361217364,-0.5275614989976071,1.8800023327281772,0.21528891466174646,-1.5711405900303426,0.0
254,1.9381390723524285,-0.5220694775355198,1.851748177814765,0.23785270175576237,-1.5711908894915163,0.0
255,1.9794011220752024,-0.5157905837830156,1.82177834109788,0.2613762508052615,-1.5711751911030776,0.0
256,2.0188539948952227,-0.5086779896749698,1.7901112537051267,0.2858159322539316,-1.5710665049797248,0.0
257,2.0565268122737046,-0.5006919730874186,1.756765164618072,0.31112501204882814,-1.5708666817268948,0.0
258,2.0924624830810914,-0.4917957441738862,1.7217478312361254,0.33726696632891523,-1.5705810848575992,0.0
259,2.126714328650746,-0.4819538676251002,1.6850552565665575,0.364216825227021,-1.5702155364218666,0.0
260,2.159343142090094,-0.47113092463121314,1.646670501553806,0.3919612854709948,-1.5697758506641155,0.0
261,2.190414721741348,-0.4592900920525536,1.6065622811661098,0.4204988099318623,-1.5692676939365633,0.0
